"SensorName","Date","Time","User","SensorID","delta_t","Unit","Value","Unit.1","Mode","Phase","Unit.2","Amplitude","Unit.3","Temp","Unit.4","patm","Unit.5","Salinity","Unit.6","Error","Cal0","Unit.7","T0","Unit.8","O2.2nd","Unit.9","Cal2nd","Unit.10","T2nd","Unit.11","CalPressure","Unit.12","f1","dPhi1","dkSv1","dPhi2","dkSv2","m","Cal.Mode","SignalLEDCurrent","ReferenceLEDCurrent","ReferenceAmplitude","DeviceSerial","FwVersion","SensorType","BatchID","Calibration.Date","Sensor.lot","PreSens.calibrated.Sensor","Battery.Voltage","Unit.13","Sequence","FileName","MOATS","Treatment","LoadingLocation","GlassVialNumber","Species","TelsonLength..mm.","Size","dateTime","TrialID","KrillID","percentDOassumpt","assumedSatDOmg","percentDO","obseveredSatDOmg","actualDOmg","CorTemp","SalinityConstant"
"KrilLR11","28-Oct-19",2019-10-28 15:04:11,"default              ",159906405,39.17,"min",8.465,"mg/l","humid",29.367,"deg",11008,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38674,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.138,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 15:04:11,"Trial01","Trial01_KrilLR11",0.930255083965102,9.09965464947414,0.930255083965102,9.09965464947414,8.465,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 15:04:12,"default              ",159906405,39.18,"min",8.441,"mg/l","humid",29.399,"deg",13277,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38645,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.131,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 15:04:12,"Trial01","Trial01_KrilLR11",0.927617621234427,9.09965464947414,0.927617621234427,9.09965464947414,8.441,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 15:04:13,"default              ",159906405,39.2,"min",8.551,"mg/l","humid",29.256,"deg",9411,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38641,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.128,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 15:04:13,"Trial01","Trial01_KrilLR11",0.939705992083353,9.09965464947414,0.939705992083353,9.09965464947414,8.551,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 15:04:14,"default              ",159906405,39.22,"min",8.491,"mg/l","humid",29.334,"deg",10424,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38640,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.13,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 15:04:14,"Trial01","Trial01_KrilLR11",0.933112335256666,9.09965464947414,0.933112335256666,9.09965464947414,8.491,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 15:04:15,"default              ",159906405,39.23,"min",8.598,"mg/l","humid",29.196,"deg",7361,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38636,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.129,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 15:04:15,"Trial01","Trial01_KrilLR11",0.944871023264258,9.09965464947414,0.944871023264258,9.09965464947414,8.598,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 16:19:09,"default              ",159906405,114.13,"min",7.705,"mg/l","humid",30.417,"deg",13780,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38242,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.104,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 16:19:09,"Trial01","Trial01_KrilLR11",0.846735430827066,9.09965464947414,0.846735430827066,9.09965464947414,7.705,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 16:19:10,"default              ",159906405,114.15,"min",7.672,"mg/l","humid",30.465,"deg",14263,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38231,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.102,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 16:19:10,"Trial01","Trial01_KrilLR11",0.843108919572388,9.09965464947414,0.843108919572388,9.09965464947414,7.672,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 16:19:11,"default              ",159906405,114.17,"min",7.654,"mg/l","humid",30.492,"deg",16824,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38226,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.103,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 16:19:11,"Trial01","Trial01_KrilLR11",0.841130822524382,9.09965464947414,0.841130822524382,9.09965464947414,7.654,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 15:19:08,"default              ",159906405,54.12,"min",8.899,"mg/l","humid",28.818,"deg",3676,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38600,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.136,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 15:19:08,"Trial01","Trial01_KrilLR11",0.977949201678138,9.09965464947414,0.977949201678138,9.09965464947414,8.899,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 15:19:09,"default              ",159906405,54.13,"min",8.566,"mg/l","humid",29.237,"deg",5828,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38579,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.129,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 15:19:09,"Trial01","Trial01_KrilLR11",0.941354406290025,9.09965464947414,0.941354406290025,9.09965464947414,8.566,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 15:49:16,"default              ",159906405,84.25,"min",8.061,"mg/l","humid",29.911,"deg",16205,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38423,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.126,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 15:49:16,"Trial01","Trial01_KrilLR11",0.885857794665409,9.09965464947414,0.885857794665409,9.09965464947414,8.061,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 15:49:17,"default              ",159906405,84.27,"min",8.061,"mg/l","humid",29.91,"deg",17009,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38397,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.113,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 15:49:17,"Trial01","Trial01_KrilLR11",0.885857794665409,9.09965464947414,0.885857794665409,9.09965464947414,8.061,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 15:49:18,"default              ",159906405,84.28,"min",8.112,"mg/l","humid",29.84,"deg",13495,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38390,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.108,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 15:49:18,"Trial01","Trial01_KrilLR11",0.891462402968093,9.09965464947414,0.891462402968093,9.09965464947414,8.112,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 15:49:19,"default              ",159906405,84.3,"min",8.051,"mg/l","humid",29.924,"deg",19867,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38385,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.112,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 15:49:19,"Trial01","Trial01_KrilLR11",0.884758851860961,9.09965464947414,0.884758851860961,9.09965464947414,8.051,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 14:34:04,"default              ",159906405,9.05,"min",10.047,"mg/l","humid",27.508,"deg",2071,"uV",11,"∞C",1013,"mbar",30.3,"pmil",4,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38681,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.134,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 14:34:04,"Trial01","Trial01_KrilLR11",1.10410783562875,9.09965464947414,1.10410783562875,9.09965464947414,10.047,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 14:34:05,"default              ",159906405,9.07,"min",8.856,"mg/l","humid",28.871,"deg",7079,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38658,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.125,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 14:34:05,"Trial01","Trial01_KrilLR11",0.973223747619013,9.09965464947414,0.973223747619013,9.09965464947414,8.856,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 16:19:08,"default              ",159906405,114.12,"min",7.679,"mg/l","humid",30.454,"deg",14813,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38256,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.11,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 16:19:08,"Trial01","Trial01_KrilLR11",0.843878179535501,9.09965464947414,0.843878179535501,9.09965464947414,7.679,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 16:04:38,"default              ",159906405,99.62,"min",7.833,"mg/l","humid",30.231,"deg",11189,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38242,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.107,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 16:04:38,"Trial01","Trial01_KrilLR11",0.860801898723998,9.09965464947414,0.860801898723998,9.09965464947414,7.833,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 14:49:11,"default              ",159906405,24.17,"min",8.778,"mg/l","humid",28.967,"deg",7806,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38609,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.126,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 14:49:11,"Trial01","Trial01_KrilLR11",0.96465199374432,9.09965464947414,0.96465199374432,9.09965464947414,8.778,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 14:49:12,"default              ",159906405,24.18,"min",8.706,"mg/l","humid",29.058,"deg",9476,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38607,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.126,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 14:49:12,"Trial01","Trial01_KrilLR11",0.956739605552295,9.09965464947414,0.956739605552295,9.09965464947414,8.706,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 14:49:13,"default              ",159906405,24.2,"min",8.712,"mg/l","humid",29.051,"deg",10026,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38598,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.126,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 14:49:13,"Trial01","Trial01_KrilLR11",0.957398971234964,9.09965464947414,0.957398971234964,9.09965464947414,8.712,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 15:19:12,"default              ",159906405,54.18,"min",8.39,"mg/l","humid",29.466,"deg",8284,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38570,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.129,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 15:19:12,"Trial01","Trial01_KrilLR11",0.922013012931743,9.09965464947414,0.922013012931743,9.09965464947414,8.39,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 16:04:39,"default              ",159906405,99.63,"min",7.869,"mg/l","humid",30.18,"deg",9966,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38240,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.107,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 16:04:39,"Trial01","Trial01_KrilLR11",0.86475809282001,9.09965464947414,0.86475809282001,9.09965464947414,7.869,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 15:19:10,"default              ",159906405,54.15,"min",8.369,"mg/l","humid",29.493,"deg",8932,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38574,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.124,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 15:19:10,"Trial01","Trial01_KrilLR11",0.919705233042403,9.09965464947414,0.919705233042403,9.09965464947414,8.369,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 15:19:11,"default              ",159906405,54.17,"min",8.374,"mg/l","humid",29.487,"deg",9576,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38574,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.129,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 15:19:11,"Trial01","Trial01_KrilLR11",0.920254704444627,9.09965464947414,0.920254704444627,9.09965464947414,8.374,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 14:34:06,"default              ",159906405,9.08,"min",8.744,"mg/l","humid",29.01,"deg",8973,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38656,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.123,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 14:34:06,"Trial01","Trial01_KrilLR11",0.960915588209197,9.09965464947414,0.960915588209197,9.09965464947414,8.744,11,30.3
"KrilLR11","28-Oct-19",2019-10-28 16:34:13,"default              ",159906405,129.2,"min",7.42,"mg/l","humid",30.842,"deg",18142,"uV",11,"∞C",1013,"mbar",30.3,"pmil",0,59,"deg",20,"∞C",100,"%a.s.",27,"deg",20,"∞C",1013,"mbar",0.808,-0.0803,0.000433,0,0,29.87,"humid",12,48.997,38394,"SAAA0005000123","     p1.4.0.6 ","PSt3","191028-0",191028,194400,1,6.109,"V",1,"2019.10.28_RESPR_T1","12","CUR","A1",1,"Euphausia pacifica","2.61","0.0303",2019-10-28 16:34:13,"Trial01","Trial01_KrilLR11",0.815415560900302,9.09965464947414,0.815415560900302,9.09965464947414,7.42,11,30.3
